annotation_row_id,query_id,query_text,doc_id,headline,snippet,shuffle_position
R081_6746,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,6746,کیا معاشرے میں شفاف جلد ہی خوبصورتی ہے,عام طور پر پردہ اسکرین پر جگمگاتے ستاروں کو لوگ مثالی سمجھتے ہیں یعنی ان کی شخصیت ایسی بہترین محسوس ہوتی ہے کہ لگتا ہی نہیں ان کو کسی کمی کا سامنا ہوسکتا ہے مگر یہ بھی درست ہے کہ یہ معروف شخصیات بھی حقیقی زندگی میں عام لوگوں جیسی ہی ہوتی ہیں اور سیلیبرٹی ہونے کا مطلب مثالی ہوجانا نہیںیہ وہ بات ہے جو اداکارہ ہانیہ عامر ,1
R081_8383,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,8383,پہلی فلم ریلیز ہوتے ہی دوسری فلم بنانے کا اعلان,بولی وڈ میں فلموں کا سیکوئل بنانے کا کوئی نئی بات نہیں اگرچہ کئی فلموں کے سیکوئل ڈیڑھ دہائی بعد بننے جا رہے ہیں وہیں کچھ فلمیں ایسے بھی ہیں جن کی پہلی فلم ریلیز ہوتے ہی دوسری فلم بنانے کا اعلان کیا جاتا ہےرومانٹک ہارر فلم استری بھی ایسی ہی فلموں میں شامل ہے جن کی پہلی فلم کو ریلیز کرتے ہی اس کی دوسری فلم بنائے جانے کا ,2
R081_87142,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,87142,اسٹریلوی کپتان اسٹیو اسمتھ نے ائوٹ ہونےکااعتراف کرلیا,اسٹریلیا کے کپتان اسمتھ نے اعتراف کیا ہے کہ انہیں پتہ تھا کہ گیند ان کے بیٹ سے ٹکرا کر وکٹ کیپر کے پاس گئی تھی تاہم اپیل نہ ہونے پر وہ وکٹ پر ہی رہے ان کا کہنا ہے کہ جب پاکستانی فیلڈرز اور بالرز نے اپیل ہی نہیں کی اور نہ ہی امپائر نے اوٹ دیا تو وہ پویلین کیوں واپس جاتے اسٹیو اسمتھ کا یہ بھی کہنا ہے کہ امپائر صحیح فیصلہ,3
R081_93813,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,93813,بھارتی بورڈ نے للیت مودی پرتاحیات پابندی لگادی,ممبئیبھارتی بورڈ نے سابق ئی پی ایل کمشنرللیت مودی پرتاحیات پابندی عائدکردیان پرمالی بدعنوانی سمیت ٹھ الزامات عائد کئے گئےبھارتی بورڈ کی اسپیشل جنرل میٹنگ نے صرف گیارہ منٹ میں فیصلہ سنادیاجس کے مطابق للیت مودی پرتاحیات پابندی لگادی گئیسابق ئی پی ایل کمشنرپرمالی بدعنوانی انتظامی بے قائدگیوں سمیت ٹھ الزامات عائد کئے گئےڈس,4
R081_95689,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,95689,اسٹار فٹ بالر لائنل میسسی نے ایک بار پھر گولڈن بوٹ ایوارڈ جیت لیا,بارسلوناارجنٹائن اور بارسلونا کے اسٹار فٹ بالر لائنل میسسی نے ایک اور اعزاز اپنے نام کرلیا انہوں نے کیرئیر میں دوسری بار گولڈن بوٹ ایوارڈ جیت لیابارسلونا میں ہونے والی تقریب میں لائنل میسسی کو گولڈن بوٹ ایوارڈ گزشتہ سال ہسپانوی کلب بارسلونا کی جانب سے 50 گول کرنے پر ملا وہ اس سے پہلے 2010 میں بھی یہ ایوارڈ جیت چکے ہیں ,5
R081_101270,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,101270,کسی ہیروئن اور ڈائریکٹر کیساتھ دوبار کام نہیں کیا ارجن کپور,بولی وڈ اداکار ارجن کپور نے کہا ہے کہ اپنے9سالہ فلمی کیریئر میں کسی ہیروئن یا ڈائریکٹر کیساتھ دوبار کام نہیں کیا ارجن کپور جن کی سامنے انے والی اخری فلم کا اینڈ کی ہےجس میں انہوں کرینہ کپور کے مقابل مرکزی کردار ادا کیا تھااب موہت سوری کی فلم ہاف گرل فرینڈ میں نظر ائیں گے حال ہی میں ارجن کپور نے حیرت انگیز مگر سچائی پر ,6
R081_42580,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,42580,انضمام الحق نے جو کیا اچھا ہی کیا فواد عالم,کراچی 92 نیوز ٹیسٹ کرکٹر فواد عالم مسلسل نظر اندازکئے جانے کے باوجود میدان میں روزانہ نیٹ پریکٹس کرتے ہیں نوجوان کرکٹر کاکہناہےکہ انضمام الحق نے جو کیااچھا ہی کیا ہوگا اللہ انصاف کرنے والا ہے سلیکٹر کی نظر میں نہ نےوالے فواد عالم پرامید ہیں کہ ان کا بھی وقت ئے گا ایک سوال کے جواب میں کہاکہ انضمام الحق نے جو کیا اچھا کی,7
R081_73562,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,73562,وزیراعظم کی ہدایت پر بجٹ 3جون کو ہی پیش کیا جائیگا اسحاق ڈار,وفاقی وزیر خزانہ اسحاق ڈار نے کہا ہے کہ وزیر اعظم کی ہدایت کے مطابق ائندہ مالی سال کا بجٹ 3جون کو ہی پیش کیا جائے گا وفاقی وزیر خزانہ کے مطابق وزیر اعظم نواز شریف نے ہدایت کی ہے کہ مالی سال 172016 کا بجٹ جون کو ہی قومی اسمبلی میں پیش کیا جائے بجٹ بر وقت پیش کرنے کے لیے تمام انتظامات مکمل کیے جارہے ہیں وفاقی وزیر خزانہ ,8
R081_94915,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,94915,چمپئنز لیگ فٹبال میں بارسلونا کا مقابلہ اے سی میلان سے ہوگا,چمپئنز لیگ فٹبال میں بارسلونا کا مقابلہ اے سی میلان سے ہوگابارسلوناچیمپینز لیگ فٹبال میں بارسلونا کا مقابلہ اے سی میلان سے ہوگا لائنیل میسسی کی ٹیم کو کوارٹر فائنل میں جگہ بنانے کیلئے بڑے مارجن سے کامیابی حاصل کرنا ہوگی گزشتہ ماہ میلان میں ہونے والے فرسٹ لیگ میں اے سی میلان نے بارسلونا کو دو صفر سے کلاس کردیا تھااب مقا,9
R081_37513,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,37513,میک گرا ایم ار ایف فانڈیشن کے سربراہ نامزد,میک گرا ٹیست کرکٹ کی تاریخ کے کامیاب ترین فاسٹ بولر ہیں فوٹو اے ایف پینئی دہلی گلین میک گرا کو بھارت میں ایم ایف فانڈیشن کا سربراہ نامزد کیا گیا ہےجہاں دنیا بھر کے تیز بالر خصوصی کوچنگ حاصل کرتے ہیںماضی کے اسٹار اسٹریلین فاسٹ بولر سے قبل یہ عہدہ کینگرو فاسٹ بولنگ لیجنڈ ڈیننس للی کے پاس تھابیالیس سالہ میک گراتھ جو کہ ٹی,10
R081_101240,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,101240,ممبئی کا ایک موچی بھی رئیس بن گیا,فلم رئیس کا ڈائیلاگ ممبئی کے ایک موچی کو بھا گیاشیام بہادر نے نہ صرف اس ڈائیلاگ کا بینر بنا کر اپنی دکان پر لگا رکھا ہے بلکہ سیاہ پشاوری سینڈل کا تحفہ بھی رئیس کی خدمت میں پیش کیا ہے رئیس صرف نام کا ہی نہیں دل کا بھی رئیس ہےجو اپنے مداحوں کی دل سے قدر کرتا ہے شاہ رخ خان نے اپنے فین کا تحفہ دل سے قبول کیا اور کہا کہ وہ ,11
R081_36301,R081,SUPARCO ne haal hi mein kya satellite mission announce kiya,36301,للت مودی پر تاحیات پابندی,ئی پی ایل کے سابق چیئرمین للت مودی فائل فوٹو اے ایف پینئی دہلی ہندوستانی کرکٹ بورڈبی سی سی ئی کی ڈسپلنری کمیٹی نے انڈین پریمیئر لیگ کے سابق چیئرمین للت مودی کو ضابطوں کی خلاف ورزی اور اختیارات کے ناجائز استعمال کے کا مرتکب ٹھہراتے ہوئے تاحیات پابندی عائد کر دی ہےللت مودی 2008 میں اڈین پریمیئر لیگ شروع کرنے والے اہم عہد,12
R082_46213,R082,Pakistan ki textile exports kam kyun ho rahi hain,46213,قومی ویمن کرکٹ ٹیم اج گوریوں کا مقابلہ کریگی,چنائی 92نیوزپاکستان کی ویمن ٹیم انگلینڈ سے مقابلے کے لیے میدان میں اترے گی فتح کی صورت میں گرین شرٹس سیمی فائنل تک پہلی بار رسائی میں کامیاب ہو سکتی ہے تفصیلات کےمطابق ٹی ٹوئنٹی ورلڈ کپ میں خواتین کی قومی ٹیم کی کارکردگی مردوں کی ٹیم سے بہتر رہی ہے ویمن ٹیم نے بھارت اور بنگلہ دیش کو ہرا کر چار پوائنٹس حاصل کر رکھے ہیں ,1
R082_106804,R082,Pakistan ki textile exports kam kyun ho rahi hain,106804,سیکڑوں ہٹ گانوں کے خالق احمد راہی بھی ہیں سب کو یاد,لاہورہجر انتظاردکھ تنہائی اور اداسی کے عکاس شاعراحمد راہی کی گیارہویں برسی ہےاحمد راہی نے 200سے زائدارود اورپنجابی فلموں کیلئے ایک ہزار کے قریب نغمے تخلیق کیےسیکڑوں سدا بہارگیتوں کے خالق احمد راہی کا اصل نام غلام احمدتھاوہ 12نومبر1923ء کوبھارتی پنجاب کے شہر امرتسرمیں پیداہوئے شاعری کاشوق اوائل عمری سے ہی تھا سعادت حسن ,2
R082_15513,R082,Pakistan ki textile exports kam kyun ho rahi hain,15513,سلطان راہی کو گزرے 19 برس بیت گئے,پاکستانی فلم انڈسٹری نے یوں تو بے شمار نامور اداکاروں کو جنم دیا لیکن اگر پنجابی فلم انڈسٹری کا ذکر ہو اور سلطان راہی کا ذکر نہ ہو تو یہ صریحا ظلم ہوگا سلطان راہی سن 1938 میں پیدا ہوئے ان کا اصل نام سلطان محمد تھا انہوں نے 1956 میں فلم انڈسٹری میں قدم رکھا اور 1959 میں ریلیز ہونے والی فلم باغی سے باقاعدہ طور پر اپنے فل,3
R082_46337,R082,Pakistan ki textile exports kam kyun ho rahi hain,46337,ایشیا کپ ٹی ٹوئنٹی پاکستان اپنا اخری میچ سری لنکا کے خلاف کھیلے گا,ڈھاکاسپورٹس ڈیسکپاکستان ایشیا کپ میں اپنا اخری میچ اج سری لنکا کے خلاف کھیلے گا شاہین جیتیں یا ہاریں دونوں صورتوں میں واپسی کی پرواز پکڑنا ہو گی تفصیلات کےمطابق خوب گزرے گی جو مل کھیلیں گے دیوانے دو جی ہاں ایشیا کپ کا چودھواں اور خری میچ پاکستان اور سری لنکا کے درمیان ہو گا تاہم کسی کی بھی ہارجیت سے کوئی فرق نہیں پڑے گ,4
R082_47948,R082,Pakistan ki textile exports kam kyun ho rahi hain,47948,پاکستان اور زمبابوے ورلڈ کپ میں مدمقابل,اسٹریلیا سپورٹس ڈیسک برسبین کے وولن گابا سٹیڈیم میں پاکستان اور زمبابوے اج مدمقابل ہیں پاکستان ٹیم نے ٹاس جیت کر پہلے بیٹنگ کا فیصلہ کیا پاکستانی ٹیم کو دوسرے ہی اوور میں نقصان کا سامنا کرنا پڑا جب اوپنر ناصر جمشید ایک رن بنا کر کیچ ائوٹ ہو گئے اس کے فورا بعد ہی احمد شہزاد بھی کوئی رن بنائے بغیر ائوٹ ہو گئے میچ کے لیے ,5
R082_48092,R082,Pakistan ki textile exports kam kyun ho rahi hain,48092,سلطان راہی کی 24ویں برسی منائی جا رہی ہے,لاہور 92 نیوز فن کا سلطان راہی اج اس دنیا میں موجود نہیں مگر ان کی جانداراداکاری کی بازگشت اج بھی سنائی دیتی ہے ان کے مداح اج ان کی 24ویں برسی منارہے ہیں پاکستان میں فن کاسلطان ایک ہی شخص کہلایا جسے سلطان راہی کے نام سے یاد کیا جاتاہے 41 سال تک فلموں کی کامیابی کی ضمانت سمجھے جانے والے سلطان راہی 24 جون 1938 کو اترپردی,6
R082_27419,R082,Pakistan ki textile exports kam kyun ho rahi hain,27419,پاک بھارت ٹاکرا کیا ہارنے والا بھی فائنل میں پہنچ جائے گا,ایشیا کپ میں پاکستان اور بھارت کے درمیان سپر فور مرحلے کا اہم میچ کھیلا جائے گا فاتح ٹیم فائنل میں جگہ بنالے گی لیکن ہارنے والی ٹیم کی پوزیشن کیا ہوگی کیا وہ بھی فائنل تک رسائی حاصل کرسکے گی بھارت نے رانڈ مرحلے میں پاکستان کو یکطرفہ مقابلے کے بعد وکٹ سے شکست دی تھی اور وی اب تک ایونٹ میں ناقابل شکست واحد ٹیم ہےمزید پڑھ,7
R082_5544,R082,Pakistan ki textile exports kam kyun ho rahi hain,5544,نامور اداکار اشرف راہی 65 سال کی عمر میں انتقال کرگئے,اسٹیج ڈراموں ٹی وی اور فلموں میں صلاحیتوں کے جوہر دکھانے والے پاکستان کے نامور کامیڈی اداکار اشرف راہی 65 سال کی عمر میں دل کا دورہ پڑنے سے انتقال کرگئےڈان کے مطابق اداکار کو دل کا دورہ پڑنے کے بعد فوری طور پر لاہور کے ایک ہسپتال منتقل کیا گیا جہاں وہ جانبر نہ ہوسکےوہ گزشتہ کئی سالوں سے ذیابیطس اور ہیپاٹائٹس جیسی بیمار,8
R082_101309,R082,Pakistan ki textile exports kam kyun ho rahi hain,101309,سلطان راہی کو اپنے مداحوں سے بچھڑے 21برس بیت گئے,فن کے سلطان راہی کو اپنے مداحوں سے بچھڑے 21برس بیت گئے پنجابی اور اردو فلموں کے معروف اداکار سلطان راہی کی 21ویں برسی اج 9جنوری کو منائی جا رہی ہے سلطان راہی کا اصلی نام حاجی حبیب احمد المعروف سلطان راہی تھا سلطان راہی بھارتی ریاست اتر پردیش کے ضلع مظفرنگر بجنور میں 1938میں پیدا ہو ئے تقسیم ہند کے وقت وہ گوجرانوالہ اگئ,9
R082_98166,R082,Pakistan ki textile exports kam kyun ho rahi hain,98166,اسٹیج اور ٹی وی کے معروف اداکار اشرف راہی انتقال کر گئے,اسٹیج ٹی وی اور فلم کے معروف اداکار اشرف راہی دل کا دورہ پڑنے سے انتقال کر گئےاداکار اشرف راہی کو دل کا دورہ پڑنے پر خاندانی ذرائع کے مطابق اشرف راہی دل کا دورہ پڑنے کے لاہور کے پنجاب انسٹی ٹیوٹ اف کارڈیالوجی پی ئی سی منتقل کیا گیا تاہم وہ جانبر نہ ہو سکےخاندانی ذرائع کے مطابق اداکار اشرف راہی کی نماز جنازہ لال پل پنج ,10
R082_50976,R082,Pakistan ki textile exports kam kyun ho rahi hain,50976,فن کے سلطان کو مداحوں سے بچھڑے بیس برس بیت گئے,لاہور 92نیوز لالی وڈ پر طویل عرصے تک حکمرانی کرنے والے سلطان راہی جنوری 1996ءکو گوجرانوالا میں گولی کا نشانہ بنے پاکستان فلم انڈسٹری میں ان کا خلا تک پر نہیں ہو سکا تفصیلات کے مطابق مشہور لالی وڈ اداکار سلطان راہی کی بیسویں برسی منائی جارہی ہے سہ پہر ان کی رہائش گاہ پرقرن خوانی کا اہتمام کیا گیا ہے سلطان راہی نے فلمی ک,11
R082_55307,R082,Pakistan ki textile exports kam kyun ho rahi hain,55307,نیپئر پاکستان کل متحدہ عرب امارات کا سامنا کرے گا,پاکستان گروپ بی کا اہم میچ کل متحدہ عرب امارات کےخلاف کھیلےگا قومی ٹیم میں ناصر جمشید کی جگہ وکٹ کیپر سرفرازاحمد کو کھیلائے جانے کا امکان ہے نیپئر میں ہونے والے ڈے اینڈ نائٹ میچ میں پاکستان ٹیم دوسری کامیابی کے لیے فیورٹ ہے زمبابوے کو ہرا کر قومی ٹیم نےمیگا ایونٹ میں پہلی فتح حاصل کی تھی گروپ بی میں بھارت اور جنوبی افر,12
R082_50165,R082,Pakistan ki textile exports kam kyun ho rahi hain,50165,سلطان راہی کو مداحوں سے بچھڑے اکیس برس بیت گئے,لاہور 92نیوز فن کا سلطان سلطان راہی پاکستان فلم انڈسٹری کا ایسا ستارہ جس کے چاہنے والے اسے بھی نہیں بھولے گنیز بک ورلڈ ریکارڈ میں نام درج کرانے والے واحد پاکستانی اداکار سلطان راہی کی اج اکیسویں برسی منائی جا رہی ہے سلطان راہی کا اصل نام محمد سلطان خان تھا وہ 1938 میں بھارتی ریاست اترپردیش میں پیدا ہوئے صرف پاکستان ہی ,13
R083_63666,R083,Pakistani passport fees 2026,63666,چاول کی ایکسپورٹ 26 کروڑ 40 لاکھ ڈالر سے بڑھ کر 42 کروڑ ڈالر ہو گئی مشیر تجارت,اسلام باد 27 اپریل 2020 مشیر تجارت عبدالرزاق داد کا کہنا ہے کہ پاکستان کی مشرق وسطی کیلئے ایکسپورٹ جولائی 2019 سے 21 اپریل 2020 تک 36 فیصد اضافہ ہواہے مشیر تجارت عبدالرزاق داد نے اپنے ٹویٹ میں کہا کہ پاکستان کی مشرق وسطی کیلئے ایکسپورٹ جولائی 2019 سے 21 اپریل 2020 تک 36 فیصد اضافہ ہوا چاولوں کی ایکسپورٹ میں 59 فیصد اضا,1
R083_55132,R083,Pakistani passport fees 2026,55132,فٹبال ورلڈکپ2026 امریکامیکسیکو اورکینیڈاکو مشترکہ میزبانی سونپ دی گئی,ماسکو14جون 2016 فٹبال ورلڈکپ2026 کے امریکامیکسیکو اورکینیڈامیں مشترک میزبان ہوں گے مشترک میزبانوں کوفیفاکانگریس میں134 اورمراکش کو65 ووٹ ملے ٹورنامنٹ میں ریکارڈ 48 ممالک شرکت کریں گے ماسکوروس میں گذشتہ روز فٹبال کی عالمی تنظیم فیفاکی68 ویں کانگریس منعقد ہوئیجس میں ارکان نےفٹبالورلڈکپ2026 کی میزبانی کےلئے ووٹ دیئے اپریل,2
R083_30560,R083,Pakistani passport fees 2026,30560,فٹ بال ورلڈکپ2026 کیلئے 48 ٹیموں کی منظوری,فٹ بال کی عالمی گورننگ باڈی فیفا نے ورلڈکپ 2026 میں 32 کے بجائے 48 ٹیموں کو شامل کرنے کے فیصلے کی منظوری دے دی ہے48 ٹیموں کو 16 گروپوں میں تقسیم کیا جائے گا اور ہر گروپ میں تین تین ٹیموں کو رکھا جائے گا 32 ٹیمیں ناک مرحلے میں داخل ہوں گی جبکہ 64 کے بجائے 80 میچز ہوں گے لیکن ٹورنامنٹ کا دورانیہ وہی 32 دن کا ہوگا اور ہر ,3
R083_27820,R083,Pakistani passport fees 2026,27820,شمالی امریکا کو 2026 ورلڈ کپ کی میزبانی مل گئی مراکش محروم,شمالی امریکا نے ورلڈ کپ 2026 کی میزبانی کا شرف حاصل کر لیا جہاں مالی وسائل اور سفری سہولیات پر شکوک کے سبب مراکش فٹبال کی تاریخ میں پہلے 48ٹیموں پر مشتمل عالمی کپ کی میزبانی سے محروم ہو گیاامریکا نے 1994 میں ورلڈ کپ کی میزبانی کی تھی اور اب 32سال بعد ایک مرتبہ عالمی کپ کی مشترکہ طور پر میزبانی کرے گا جہاں اس کے ساتھ می,4
R083_259,R083,Pakistani passport fees 2026,259,ہنڈائی کی نئی گاڑی پاکستان میں فروخت کے لیے پیش,ہنڈائی نشاط موٹرز نے پاکستان میں اپنی ایس یو وی ٹکسن کو فروخت کے لیے پیش کردیا ہے11 اگست کو ایک لائن ایونٹ کے دوران اس گاڑی کو پاکستان میں متعارف کرایا گیاخیال رہے کہ اس سے قبل ہنڈائی نشاط نے رواں سال فروری میں گاڑیاں سانتا فے اور گرینڈ اسٹاریکس پاکستان میں متعارف کرائی تھیں جن میں سے سانتا فے ایس یو وی جبکہ گرینڈ اسٹا,5
R083_31206,R083,Pakistani passport fees 2026,31206,48 ٹیموں کا فیفا ورلڈ کپ کرانے کی تجویز,فیفا کے صدر گیانی انفنٹینو نے ورلڈ کپ میں توسیع کیلئے اس میں 48 ٹیمیں شامل کرنے کی تجویز پیش کی ہے جس پر 2026 میں عمل درمد کیا جا سکتا ہےگیانی انفنٹینو نے 2026 ورلڈ کپ میں 48 ٹیموں کی شرکت کی تجویز کی تفصیلات بتاتے ہوئے کہا کہ ابتدائی پلے رانڈ میں 16 ٹیمیں صرف ایک میچ کھیل کر وطن واپس لوٹ جائیں گی اور 16 فاتح ٹیمیں ایو,6
R083_26590,R083,Pakistani passport fees 2026,26590,بھارت کو فیفا کونسل کی رکنیت مل گئی ورلڈ کپ 2026 پر نظریں مرکوز,بھارتی فٹ بال فیڈریشن کے صدر پرافل پٹیل کو فیفا کی طاقتور کونسل کی رکنیت ملنے کے بعد نئی دہلی نے فٹ بال ورلڈ کپ 2026 کا حصہ بننے کی جانب نظریں مرکوز کر لی ہیںغیر ملکی خبر رساں ادارے اے ایف پی کے مطابق فیفا کونسل کی رکنیت ملنے کے بعد پرافل پٹیل نے امید ظاہر کی کہ اگلے مرحلے میں تمام تر توجہ ورلڈ کپ میں کوالیفائی کرنے کے,7
R083_84126,R083,Pakistani passport fees 2026,84126,فٹبال ورلڈکپ2026 کی میزبانی امریکا کینیڈا اور میکسیکو کو مل گئی,تاریخ کے سب سے بڑے فٹبال ورلڈکپ 2026 کی میزبانی امریکا کینیڈا اور میکسیکو مشترکہ طور پر کریں گےروس میں فیفا ورلڈکپ 2018 کا اغاز کل سے ہو گا لیکن اس سے قبل وہیں 2026 ورلڈ کپ فٹبال کے میزبان کا بھی فیصلہ ہو گیا ماسکو میں ہونے والے فیفا کانگریس میں امریکا کینیڈا اور میکسیکو کو 134 ووٹ ملے جب کہ مراکش کے حصے میں 65 ووٹ ئے2,8
R084_74218,R084,HBL PSL 2026 final date and venue,74218,پاکستاندہلی نمائش میں شرکت کرے گا,کراچی بھارت کے شہر دہلی میں 14سے27نومبر کو منعقد ہونے والی انڈیا انٹرنیشنل فیئر میں پاکستان بھی شریک ہو گا فیڈریشن اف پاکستان چیمبر اف کامرس اینڈ انڈ سٹر کے سنیئر نا ئب صد عبدالر حیم جانو نے کہاہے کہ انڈ یا انٹر نیشنل ٹریڈ فیئر میں پاکستان پویلین میں 80کمپنیا شریک ہوںگی اورپاکستان کی جانب سے 105اسٹا لگائے جائیں گےان اس,1
R084_84126,R084,HBL PSL 2026 final date and venue,84126,فٹبال ورلڈکپ2026 کی میزبانی امریکا کینیڈا اور میکسیکو کو مل گئی,تاریخ کے سب سے بڑے فٹبال ورلڈکپ 2026 کی میزبانی امریکا کینیڈا اور میکسیکو مشترکہ طور پر کریں گےروس میں فیفا ورلڈکپ 2018 کا اغاز کل سے ہو گا لیکن اس سے قبل وہیں 2026 ورلڈ کپ فٹبال کے میزبان کا بھی فیصلہ ہو گیا ماسکو میں ہونے والے فیفا کانگریس میں امریکا کینیڈا اور میکسیکو کو 134 ووٹ ملے جب کہ مراکش کے حصے میں 65 ووٹ ئے2,2
R084_31206,R084,HBL PSL 2026 final date and venue,31206,48 ٹیموں کا فیفا ورلڈ کپ کرانے کی تجویز,فیفا کے صدر گیانی انفنٹینو نے ورلڈ کپ میں توسیع کیلئے اس میں 48 ٹیمیں شامل کرنے کی تجویز پیش کی ہے جس پر 2026 میں عمل درمد کیا جا سکتا ہےگیانی انفنٹینو نے 2026 ورلڈ کپ میں 48 ٹیموں کی شرکت کی تجویز کی تفصیلات بتاتے ہوئے کہا کہ ابتدائی پلے رانڈ میں 16 ٹیمیں صرف ایک میچ کھیل کر وطن واپس لوٹ جائیں گی اور 16 فاتح ٹیمیں ایو,3
R084_30560,R084,HBL PSL 2026 final date and venue,30560,فٹ بال ورلڈکپ2026 کیلئے 48 ٹیموں کی منظوری,فٹ بال کی عالمی گورننگ باڈی فیفا نے ورلڈکپ 2026 میں 32 کے بجائے 48 ٹیموں کو شامل کرنے کے فیصلے کی منظوری دے دی ہے48 ٹیموں کو 16 گروپوں میں تقسیم کیا جائے گا اور ہر گروپ میں تین تین ٹیموں کو رکھا جائے گا 32 ٹیمیں ناک مرحلے میں داخل ہوں گی جبکہ 64 کے بجائے 80 میچز ہوں گے لیکن ٹورنامنٹ کا دورانیہ وہی 32 دن کا ہوگا اور ہر ,4
R084_24620,R084,HBL PSL 2026 final date and venue,24620,ناسا میں 35 سال سے خدمات سر انجام دینے والا پاکستانی سائنسدان,یہ بھی پڑھیں ناسا میں صلاحیت منوانے والی پہلی پاکستانی نژاد خاتونمزید پڑھیں ناسا نے 10 نئے سیاروں کی کھوج لگالییہ بھی پڑھیں ناسا کا سورج کو چھونے کا مشنبچپن سے مجھے رات کی تاریکی میں سمان پر جھلملاتے ان گنت ستارے اور کٹورا سا چاند اپنے سحر میں جکڑتے ئے ہیں بہت چھوٹی عمر میں سمان کی ان بے کراں وسعتوں سے بننے والا میرا ی,5
R084_26590,R084,HBL PSL 2026 final date and venue,26590,بھارت کو فیفا کونسل کی رکنیت مل گئی ورلڈ کپ 2026 پر نظریں مرکوز,بھارتی فٹ بال فیڈریشن کے صدر پرافل پٹیل کو فیفا کی طاقتور کونسل کی رکنیت ملنے کے بعد نئی دہلی نے فٹ بال ورلڈ کپ 2026 کا حصہ بننے کی جانب نظریں مرکوز کر لی ہیںغیر ملکی خبر رساں ادارے اے ایف پی کے مطابق فیفا کونسل کی رکنیت ملنے کے بعد پرافل پٹیل نے امید ظاہر کی کہ اگلے مرحلے میں تمام تر توجہ ورلڈ کپ میں کوالیفائی کرنے کے,6
R084_55132,R084,HBL PSL 2026 final date and venue,55132,فٹبال ورلڈکپ2026 امریکامیکسیکو اورکینیڈاکو مشترکہ میزبانی سونپ دی گئی,ماسکو14جون 2016 فٹبال ورلڈکپ2026 کے امریکامیکسیکو اورکینیڈامیں مشترک میزبان ہوں گے مشترک میزبانوں کوفیفاکانگریس میں134 اورمراکش کو65 ووٹ ملے ٹورنامنٹ میں ریکارڈ 48 ممالک شرکت کریں گے ماسکوروس میں گذشتہ روز فٹبال کی عالمی تنظیم فیفاکی68 ویں کانگریس منعقد ہوئیجس میں ارکان نےفٹبالورلڈکپ2026 کی میزبانی کےلئے ووٹ دیئے اپریل,7
R084_59624,R084,HBL PSL 2026 final date and venue,59624,ایک تصویر میں 265000 کہکشائیں ہبل کا کارنامہ,واشنگٹن 08 مئی 2019 ہبل خلائی دوربین کی لاتعداد تصاویر کو جوڑ کر ایک حیرت انگیز تصویر بنائی گئی ہے جس میں ایک ہی جگہ 265000 مختلف کہکشائیں دیکھی جاسکتی ہیں اس تصویر کو ہبل پر کام کرنے والی ایک مخصوص ٹیم نے بنایا ہے جسے ہبل لیگسی فیلڈ کا نام دیا گیا ہے تصویر کا مدھم ترین نقطہ بھی ایک بہت بڑی کہکشاں کو ظاہر کرتا ہے تصویر,8
R084_27820,R084,HBL PSL 2026 final date and venue,27820,شمالی امریکا کو 2026 ورلڈ کپ کی میزبانی مل گئی مراکش محروم,شمالی امریکا نے ورلڈ کپ 2026 کی میزبانی کا شرف حاصل کر لیا جہاں مالی وسائل اور سفری سہولیات پر شکوک کے سبب مراکش فٹبال کی تاریخ میں پہلے 48ٹیموں پر مشتمل عالمی کپ کی میزبانی سے محروم ہو گیاامریکا نے 1994 میں ورلڈ کپ کی میزبانی کی تھی اور اب 32سال بعد ایک مرتبہ عالمی کپ کی مشترکہ طور پر میزبانی کرے گا جہاں اس کے ساتھ می,9
R085_78954,R085,Pakistan mein khawateen ke liye public transport safe kyun nahi samjhi jati,78954,پیٹرول کی قیمت کم نہ ہوئی توکرائے بڑھادیں گے ٹرانسپورٹرز کی دھمکی,لاہورپٹرولیم مصنوعات کی قیمتیں بڑھتے ہی لاہور میں ٹرانسپورٹرز نے کرایوں میں اضافے کا فیصلہ کر لیال پاکستان ٹرانسپورٹ اونرز ایسوسی ایشن کے جنرل سیکریٹری ارشد نیازی کا کہناہے کہ ٹرانسپورٹرز نے حکومت کو رات بجے تک کی ڈیڈ لائن دی ہے اگر پٹرولیم مصنوعات کی قیمتوں میں اضافے کو واپس نہ لیا گیا تو وہ کرائے بڑھانے پر مجبور ہو ج,1
