query_id,query,script,word_count,trap_type,retrieval_mode,rank,doc_id,doc_headline,doc_category,score,relevance
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,13411,زادی کا احساس بہترین ہے سنجے دت,Entertainment,0.710961,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,24268,ٹزم کا عالمی دن,Science & Technology,0.696962,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,97008,فائنل کیلئے مربوط حکمت عملی تیار کرلیمصباح الحق,Sports,0.695795,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,38230,اسٹریلین بالرز کیلئے ایک اور کڑا دن,Sports,0.692136,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,97328,میانوالی مصباح الحق کے گھر پر بچے اور نوجوان جمع جیت پر جشن,Sports,0.541835,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,69640,ورون دھون بھی بن گئے گلوکار,Entertainment,0.527228,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,68853,ملکہ ترنم نورجہاں کی 90ویں سالگرہ منائی جارہی ہے,Entertainment,0.510975,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,49206,شکاگو کا دریا سبزرنگ میں تبدیل کر دیا گیا,Entertainment,0.501087,Not relevant
H026,sone ki tola qeemat aaj kitni hai,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,18420,دنیا بھر میں سال نو کی امد کے مناظر,Entertainment,0.495010,Not relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,85866,بھارت سے ایجبسٹن میچ چیمپئنز ٹرافی فائنل سے بڑا مقابلہ ہے جنید خان,Sports,0.705881,Not relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,88910,ایشیا کپ بنگلا دیش کیخلاف یو اے ای کاٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.703790,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,46113,کوئٹہ پہلے شہید طالب غا میموریل فٹبال ٹورنامنٹ کا فائنل میچ پاک ہزارہ اکیڈمی کی دلچسپ مقابلے کے بعد جیت,Sports,0.700575,Not relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,85201,ہاکی بھارت سے شکست پاکستان ایشیا کپ فائنل کی دوڑ سے باہر,Sports,0.698113,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,97075,ایشیا کپ میں کامیابی کیلئے غیرمعمولی کرکٹ کھیلنا ہوگی مصباح الحق,Sports,0.695954,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,46336,ایشیا کپ ٹی ٹوئنٹی پاکستان کا ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.714012,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,46374,ایشیا کپ ٹی ٹوئنٹی بھارت کا پاکستان کے خلاف ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.701198,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,88804,ایشیا کپ ٹی ٹوئنٹی فائنل بھارت کی ٹاس جیت کر فیلڈنگ,Sports,0.699317,Relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,57968,ایشیا کپ بھارت نے یواے ای کو9 وکٹوں سے شکست دیدی,Sports,0.698373,Partially relevant
H027,Asia cup final kab khela jayega,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,46321,ایشیا کپ ٹی ٹوئنٹی فائنل بھارت کا ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.691337,Relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,21875,ئی فون کلر فون پاکستان میں دستیاب,Science & Technology,0.716833,Relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,21872,اوپو کا نیا فون پاکستان میں متعارف,Science & Technology,0.715562,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,19733,ہواوے نووا ئی اسمارٹ فون پاکستان میں دستیاب,Science & Technology,0.703769,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,22035,شیامی کا نیا فلیگ شپ فون اب پاکستان میں دستیاب,Science & Technology,0.692543,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,24152,ٹرانسپورٹ ایپ اوبر پاکستان نے کیلئے تیار,Science & Technology,0.686393,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,24152,ٹرانسپورٹ ایپ اوبر پاکستان نے کیلئے تیار,Science & Technology,0.656977,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,14758,احمد شہزاد گبر کے روپ میں,Entertainment,0.650365,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,1808,پرانے نظام میں جدت پاکستان پوسٹ نے موبائل ایپ کا افتتاح کردیا,Business & Economics,0.641823,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,79822,گم شدہ بچوں کی بازیابی کے لیے میرا بچہ الرٹ موبائل ایپ متعارف,Science & Technology,0.634900,Not relevant
H028,naya iphone pakistan mein kab aaya,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,47972,حریم شاہ نے ٹک ٹاک پر پابندی کو افسوسناک قرار دیدیا,Entertainment,0.622714,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,39284,کراچی گرمی بڑھتے ہیں روم کولرز کی مانگ بڑھ گئی,Business & Economics,0.644456,Partially relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,75248,سندھ گنے کی کرشنگ چینی کی تیاری کیلئے ملوں کے بوائلر گرم,Business & Economics,0.635292,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,79831,1000 ڈگری سینٹی گریڈ درجہ حرارت والا سولر اوون تیار,Science & Technology,0.598598,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,76717,پاکستان اسٹیٹ ئل نے موسم سرما کیلئے درمدی ٹینڈر جاری کردیا,Business & Economics,0.598140,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,74734,کراچی گرمی کی شدت بڑھتے ہی گولا گنڈا کی بکری بڑھ گئی,Business & Economics,0.597431,Partially relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,91846,دبئی ٹیسٹ پاکستان کے کھانے کے وقفے تک 1وکٹ پر 116رنز,Sports,0.538003,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,53852,لاہور قلندرز کا پشاور زلمی کو جیت کیلئے 79 رنز کا ہدف,Sports,0.533067,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,53767,پی ایس ایل کراچی نے لاہور کو شکست دیدی,Sports,0.520670,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,57623,پاکستان کپ فائنل کے پی کے کا پنجاب کو 312رنز کا ہدف,Sports,0.520426,Not relevant
H029,aaj karachi max temperature kitna raha,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,53768,لاہور قلندرز کا کراچی کنگز کو جیت کیلئے 134 رنز کا ہدف,Sports,0.519547,Not relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,96167,انڈر 19 کرکٹ پاکستان نے وارم اپ میچ میں پاپوا نیو گنی کوہرادیا,Sports,0.888787,Partially relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,35882,پاکستان کرکٹ میں میچ فکسنگ کی گونج,Sports,0.886285,Not relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,53912,ٹی ٹوئنٹی کرکٹ میں پاکستان کی فتوحات کا سلسلہ ختم,Sports,0.872463,Partially relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,42237,پاکستان اور کرکٹ سٹریلیا الیون کے درمیان پریکٹس میچ ڈرا,Sports,0.872420,Relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,95157,ویمنز کرکٹ ورلڈ کپ وارم اپ میچ میں پاکستان نے اڑیسا الیون کا ہرادیا,Sports,0.872110,Partially relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,47032,پہلاٹی ٹوئنٹی پاکستان کا ٹاس جیت کر بیٹنگ کا فیصلہ,Sports,0.818093,Partially relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,46375,پاکستان ہو یا کوئی اور ٹیم سب کو ایک نظر سے دیکھتے ہیں ویرات کوہلی,Sports,0.812352,Not relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,96167,انڈر 19 کرکٹ پاکستان نے وارم اپ میچ میں پاپوا نیو گنی کوہرادیا,Sports,0.804487,Partially relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,90554,کولمبو میں پاکستان اور سری لنکا کے درمیان دوسرا ٹیسٹ میچ جاری,Sports,0.798070,Relevant
H030,pakistan agla cricket match kis mulk se,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,46627,پاکستان بمقابلہ نیوزی لینڈ ٹی ٹوینٹی میچوں میں پاکستان کاپلہ بھاری,Sports,0.796996,Relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,1,75056,اسلام اباد لاہور فیصل اباد اور پنجاب کے کئی شہروں میں پیٹرول نایاب,Business & Economics,0.859077,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,2,63501,پشاور میں پیٹرول پمپوں پر پیٹرول نایاب,Business & Economics,0.841732,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,3,71900,کراچی بیشتر پمپس پر پیٹرول دستیاب بعض پر ختم,Business & Economics,0.841466,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,4,75031,لاہور کو اج 12 لاکھ لٹر پٹرول فراہم کیا جا رہا ہےپی ایس او,Business & Economics,0.820498,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,HEADLINE,5,63468,پشاور سمیت خیبرپختونخوا میں پیٹرول کا بحران بدستور جاری,Business & Economics,0.815928,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,63495,ملک بھر کی طرح لاہور میں بھی پیٹرول نایاب ہوگیا,Business & Economics,0.790780,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,63516,اسلام باد میں پیٹرول بحران شدت اختیار کرگیا,Business & Economics,0.773561,Partially relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,74843,یکم اپریل سے پیٹرول 440 اور ڈیزل 625روپے مہنگا کرنے کی تیاری,Business & Economics,0.771033,Relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,76717,پاکستان اسٹیٹ ئل نے موسم سرما کیلئے درمدی ٹینڈر جاری کردیا,Business & Economics,0.767525,Not relevant
H031,petrol ki mojooda qeemat per litre pakistan,roman,7,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,75031,لاہور کو اج 12 لاکھ لٹر پٹرول فراہم کیا جا رہا ہےپی ایس او,Business & Economics,0.766762,Partially relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,1,72375,اسٹاک مارکیٹ سرمایہ کار محتاط انڈیکس 367 پوائنٹس گرا,Business & Economics,0.608867,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,2,40054,سٹاک ایکسچینج میں سرمایہ کاری کا نیا ریکارڈ بن گیا 100 انڈیکس 42133 پوائنٹس پر بند,Business & Economics,0.598300,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,3,72178,اسٹاک ایکسچینج انڈیکس میں 965 پوائنٹ کا اضافہ,Business & Economics,0.594136,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,4,72669,اسٹاک ایکسچینج47ہزار پوائنٹس کی سطح عبور,Business & Economics,0.567906,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,HEADLINE,5,64776,سرمایہ کاروں کا اعتماد بحال اسٹاک ایکسچینج میں زبردست تیزی,Business & Economics,0.555637,Partially relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,1,40372,پاکستان سٹاک ایکسچینج 37426پوائنٹس کی نئی بلند سطح پر بند,Business & Economics,0.591492,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,2,40554,پاکستان اسٹاک ایکسچینج میں کاروباری ہفتہ بتیس ہزار 669 پوائنٹس پر بند,Business & Economics,0.578213,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,3,65210,اسٹاک ایکسچینج میں مثبت رجحان جاری,Business & Economics,0.563880,Partially relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,4,65175,پاکستان اسٹاک ایکسچینج 155 پوائنٹس کے اضافے کے ساتھ بند,Business & Economics,0.562726,Relevant
H032,aaj stock exchange kitne points par,roman,6,LONG_WORDS_SHORT_NEED,FULL_CONTENT,5,63631,پی ایس ایکس 76 پوائنٹس کے اضافے پر بند,Business & Economics,0.560321,Relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,1,101708,دی اکاونٹینٹ ائی اورچھاگئی,Entertainment,0.901849,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,2,16681,ہیپی برتھ ڈے ایش,Entertainment,0.901393,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,3,17534,کرے کوئی بھرے کوئی,Entertainment,0.900422,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,4,18757,یو ایس اوپن,Entertainment,0.890519,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,5,18792,عاشق مزاج حسینائیں,Entertainment,0.887748,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,1,53013,نوواک جوکووچ پانچویں مرتبہ ومبلڈن چیمپئن بن گئے,Sports,0.596408,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,2,49837,یوم ازادی پر نیا ملی نغمہ جاری کردیا گیا,Entertainment,0.572054,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,3,50596,شہنشاہ غزل مہدی حسن کو مداحوں سے بچھڑے چار برس بیت گئے,Entertainment,0.556211,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,4,69643,نیہا شرما نظر ئیں گی ہیرا پھیری تھری میں جان ابراہم کے ساتھ,Entertainment,0.555593,Not relevant
H033,ڈیزل ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,5,11066,مہر النساء وی لب یو توقعات پر پورا اترنے میں ناکام,Entertainment,0.554713,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,1,18762,ہارر اسٹوری,Entertainment,0.837774,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,2,19074,ڈارک اسکائز,Entertainment,0.815027,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,3,18757,یو ایس اوپن,Entertainment,0.799082,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,4,16436,گینگ گھوسٹس ریویو,Entertainment,0.786673,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,HEADLINE,5,19066,نوٹنکی سالا,Entertainment,0.785016,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,1,107079,امرتسراداکارہ ودیابالن کی گولڈن ٹیمپل میں حاضری,Entertainment,0.566253,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,2,53013,نوواک جوکووچ پانچویں مرتبہ ومبلڈن چیمپئن بن گئے,Sports,0.537531,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,3,49115,کلرکہار دل موہ لینے والے نظاروں کا حامل تفریحی مقام,Entertainment,0.514019,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,4,40446,نیویارک 1109قیراط کا سفید ہیرا نیلامی کیلئےپیش,Business & Economics,0.513823,Not relevant
H034,سونا ریٹ,urdu,2,CONTROL_EASY_SHORT,FULL_CONTENT,5,43256,تیسری تھل ڈیزرٹ جیپ ریلی کے دوسرے مرحلے کا اج سے غاز,Sports,0.512438,Not relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,HEADLINE,1,44105,ایف اے کپ فٹبال ٹوٹنہم اور روشڈیل کا میچ دو دو گولز سے برابر,Sports,0.788447,Relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,HEADLINE,2,95936,فٹ بال ورلڈکپ2014کامیسکوٹ سامنے گیا,Sports,0.775211,Not relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,HEADLINE,3,37871,فٹبال میں میسی اور رونالڈو کی بالادستی کا خاتمہ,Sports,0.755840,Not relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,HEADLINE,4,44832,سٹار فٹبالر میسی دلہا بنیں گے,Sports,0.751294,Not relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,HEADLINE,5,36451,لیاری میں فٹبال شائقین پر حملہ شرمناک ہے اے ایف سی,Sports,0.750803,Not relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,1,43803,چیلسی ایک بار پھر ایف اے کپ فٹبال کی فاتح بن گئی,Sports,0.707313,Partially relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,2,46026,مانچسٹر یونائیٹڈ نے ایف اے کپ فٹ بال 2016ءکا ٹائٹل اپنے نام کر لیا,Sports,0.702215,Partially relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,3,44260,ایف اے کپ فٹبال مانچسٹر سٹی نے برنلے کو شکست دیدی,Sports,0.699346,Partially relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,4,43447,رونالڈو کا نئے کلب یوونٹس کی جانب سے پہلا گول,Sports,0.693495,Partially relevant
H035,football score,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,5,46653,لیور پول چوتھے درجے کی فٹ بال ٹیم سے شکست کھا گئی,Sports,0.685461,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,HEADLINE,1,78446,پٹرولیم مصنوعات کی قیمتوں میں 65روپے فی لیٹر تک کمی کا امکان,Business & Economics,0.673495,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,HEADLINE,2,76496,پٹرول کی قیمت میں48پیسے فی لٹر کمی کی سفارش,Business & Economics,0.648891,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,HEADLINE,3,40672,پٹرولیم مصنوعات کی قیمتوں میں 15روپے فی لٹر تک کمی کا امکان,Business & Economics,0.639854,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,HEADLINE,4,71748,پیٹرول کی قیمت میں ایک روپیہ 48پیسے فی لیٹر اضافے کی سفارش,Business & Economics,0.621420,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,HEADLINE,5,78100,پٹرول کل سے 6روپے82پیسے فی لیٹر مہنگا ہو جائے گا,Business & Economics,0.617137,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,1,78119,پٹرول 465سستاڈیزل 339مہنگاسی این جی قیمتوں میں کمی اوگرا,Business & Economics,0.621802,Relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,2,76953,سے پیٹرول روپے اور ڈیزل روپے 16 پیسے فی لیٹر مہنگا,Business & Economics,0.584242,Relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,3,77277,پٹرولیم مصنوعات کی قیمتوں میں معمولی کمی کے بعد فروخت شروع,Business & Economics,0.579314,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,4,77174,پٹرول کی قیمت میں 4روپے 71پیسے فی لیٹرکمیاوگرا نوٹیفکیشن جاری,Business & Economics,0.578897,Partially relevant
H036,diesel rate,roman,2,CONTROL_EASY_SHORT,FULL_CONTENT,5,76493,پٹرولیم مصنوعات کی قیمتوں میں ردوبدل پٹرول 48 پیسے سستا,Business & Economics,0.567007,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,HEADLINE,1,78693,ملک بھر میں بجلی کے نرخ میں اضافہ,Business & Economics,0.786884,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,HEADLINE,2,72074,بجلی وگیس کے نرخ ہمسایہ ممالک کے برابر کرنے کا مطالبہ,Business & Economics,0.750037,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,HEADLINE,3,76799,بجلی مہنگی ہونے کے بعد سیمنٹ کی قیمتوں اضافے کا خدشہ,Business & Economics,0.742747,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,HEADLINE,4,16878,بجلی کے نرخوں میں اضافے کا امکان,Entertainment,0.721535,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,HEADLINE,5,111811,بجلی کی قیمت میں مزید اضافہ کردیا گیا,Business & Economics,0.716442,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,FULL_CONTENT,1,76799,بجلی مہنگی ہونے کے بعد سیمنٹ کی قیمتوں اضافے کا خدشہ,Business & Economics,0.780423,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,FULL_CONTENT,2,76627,حکومت کی منظوری نہ بھی ملے ٹے کی قیمت میں اضافہ ہوگا فلاور ملز,Business & Economics,0.763919,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,FULL_CONTENT,3,79057,بجلی گھروں کو خام تیل کی فراہمی میں سالانہ 10 ارب روپے کی چوری,Business & Economics,0.751232,Partially relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,FULL_CONTENT,4,78451,مئی کیلئے بجلی کے بلوں میں ڈیڑھ روپے فی یونٹ کا اضافہ,Business & Economics,0.743976,Relevant
H037,ملک میں پٹرول ڈیزل اور بجلی کے نرخ بڑھنے سے ٹرانسپورٹ اور گھریلو بجٹ پر پڑنے والے بوجھ کا تفصیلی جائزہ,urdu,21,CONTROL_EASY_LONG,FULL_CONTENT,5,61330,اسلام اباد چیمبر اف کامرس نے بجٹ کو عوام دوست قرار دیدیا,Business & Economics,0.743348,Not relevant
H038,قومی کرکٹ ٹیم کی حالیہ شکست کے بعد سلیکٹرز کی حکمت عملی اور کھلاڑیوں کی فارم پر ایک گہری نظر,urdu,20,CONTROL_EASY_LONG,HEADLINE,1,46574,کرکٹرز میں ٹی ٹوینٹی ورلڈ کپ جیتنے کا جذبہ ابھارنے کیلئے نئی حکمت عملی,Sports,0.801656,Partially relevant
H038,قومی کرکٹ ٹیم کی حالیہ شکست کے بعد سلیکٹرز کی حکمت عملی اور کھلاڑیوں کی فارم پر ایک گہری نظر,urdu,20,CONTROL_EASY_LONG,HEADLINE,2,53366,کرکٹ ورلڈکپ وارم اپ میچز کا سے غاز,Sports,0.775506,Not relevant
