query_id,split,query_text,language_type,query_category,source,creation_method,source_doc_id,article_category,word_count,char_len,protocol_label,protocol_route,wordcount_route,headline_p5,headline_ndcg5,headline_hit5,headline_rank,full_p5,full_ndcg5,full_hit5,full_rank,oracle_route,oracle_margin,oracle_primary_metric
QTRN_202,train,aotar ke dairiktr par skrpt chori krne ka alzam,roman_urdu,short,corpus_derived,title_roman,17315,Entertainment,9,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_203,train,انگلینڈ کے خلاف میچ میں ہدف کے تعاقب میں وکٹیں باقی ہونے کے باوجود,urdu,detailed,corpus_derived,lead,26188,Sports,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_204,train,جارج کلونی اور جولیا رابرٹس کی منی مونسٹر کےفلم بین کیسے ہوا,urdu,contextual,corpus_derived,how,102848,Entertainment,12,60,LONG,FULL,FULL,0.2,0.3869,1,5,0.0,0.0,0,9,HEADLINE,0.3869,ndcg@5_known_item
QTRN_205,internal_val,orld joniir skoash mein pakistan ka nam roshn krnioali team otn oaps,roman_urdu,short,corpus_derived,title_roman,45751,Sports,12,68,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_206,train,ڈبلیو ڈبلیو ای ریسلر جان سینا بھی کرکٹ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,44404,Sports,12,55,LONG,FULL,FULL,0.2,0.3869,1,5,0.0,0.0,0,999,HEADLINE,0.3869,ndcg@5_known_item
QTRN_207,dev,فیس بک سگریٹ نوشی Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,80209,Science & Technology,7,38,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_208,train,ایف اے کپ فٹبال شیفلڈ یونائیٹڈ اور ہل,urdu,short,corpus_derived,title_short,44113,Sports,8,37,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_209,train,jokooch ne chhta strilin aopn taitl jeet liya,roman_urdu,short,corpus_derived,title_roman,32743,Sports,8,45,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_210,train,گلوکار احمد رشدی کی برسی کیوں ہوا,urdu,contextual,corpus_derived,why,16418,Entertainment,7,33,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,6,HEADLINE,1.0,ndcg@5_known_item
QTRN_211,dev,haroi oainstn ne rip kisz khtm kroane kilie asraiil ki khfih aijnsi,roman_urdu,short,corpus_derived,title_roman,5337,Entertainment,12,67,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_212,internal_val,صدیوں سے یہی سنتے ائے تھے کہ جو سوتا ہے وہ کھوتا ہے لیکن,urdu,detailed,corpus_derived,lead,79928,Science & Technology,14,56,LONG,FULL,FULL,0.2,0.6309,1,2,0.2,1.0,1,1,FULL,0.3691,ndcg@5_known_item
QTRN_213,train,لیانارڈو ڈی ونچی کی کسی واھد فرد کی ملکیت اخری کیسے ہوا,urdu,contextual,corpus_derived,how,48319,Entertainment,12,55,LONG,FULL,FULL,0.2,0.6309,1,2,0.0,0.0,0,17,HEADLINE,0.6309,ndcg@5_known_item
QTRN_214,dev,shin hiz qomi cricket team ke fzio thrapst mqrr,roman_urdu,short,corpus_derived,title_roman,31956,Sports,9,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_215,dev,نئی حکومت کے نے سے مہنگائی میں فیصد کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,110788,Business & Economics,12,52,LONG,FULL,FULL,0.2,0.3869,1,5,0.2,1.0,1,1,FULL,0.6131,ndcg@5_known_item
QTRN_216,internal_val,ایس ای سی پی Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,2824,Business & Economics,7,33,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_217,train,ائندہ ماہ پھر پیٹرول کا بحران پیدا ہو,urdu,short,corpus_derived,title_short,74888,Business & Economics,8,37,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_218,train,ab oaii faii sirf internet hi nahi chlaie ga sikiorti mein bhi,roman_urdu,short,corpus_derived,title_roman,80162,Science & Technology,12,62,SHORT,HEADLINE,FULL,0.2,0.6309,1,2,0.0,0.0,0,999,HEADLINE,0.6309,ndcg@5_known_item
QTRN_219,train,پہلا ٹیسٹجنوبی افریقہ کی سری لنکا پر واضح برتری کیوں ہوا,urdu,contextual,corpus_derived,why,30677,Sports,11,56,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,19,HEADLINE,1.0,ndcg@5_known_item
QTRN_220,dev,tisra on dezmbaboe ka tas jeet kr phle fielding ka fislh,roman_urdu,short,corpus_derived,title_roman,93962,Sports,11,56,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_221,internal_val,اسلام اباد کھیل کو کھیل سمجھو اسے سیاست کا کھیل نہ بناوپاک بھارت ورلڈ,urdu,detailed,corpus_derived,lead,88802,Sports,14,69,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_222,train,نوکیا کا کئی برس بعد پہلا فلیگ شپ اسمارٹ فون کیسے ہوا,urdu,contextual,corpus_derived,how,23028,Science & Technology,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.3869,1,5,HEADLINE,0.6131,ndcg@5_known_item
QTRN_223,train,biti ke flmon mein kam ki news se schn pareshan,roman_urdu,short,corpus_derived,title_roman,15030,Entertainment,10,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_224,train,سری دیوی بالی ووڈ میں دھوم مچانے کیلئے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,104748,Entertainment,12,55,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,9,HEADLINE,1.0,ndcg@5_known_item
QTRN_225,dev,سائنس فکشن ایکشن فلم Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,104334,Entertainment,7,41,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_226,train,پاکستانی ٹیم اسٹریلیا کیخلاف پہلی اننگز میں 240,urdu,short,corpus_derived,title_short,42217,Sports,8,47,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_227,train,amrikh mein salanh miga kon fistiol akhttam pzir,roman_urdu,short,corpus_derived,title_roman,49941,Entertainment,8,48,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_228,train,پی ایس ایل لاہور قلندرز نے دفاعی چیمپئن کوئٹہ کو کیوں ہوا,urdu,contextual,corpus_derived,why,81388,Sports,12,57,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.4307,1,4,HEADLINE,0.5693,ndcg@5_known_item
QTRN_229,dev,pakistan mein dollar mzid mhnga hogia,roman_urdu,short,corpus_derived,title_roman,70430,Business & Economics,6,37,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_230,train,ابو ظہبی 92 نیوز پاکستان نے پانچ ایک روزہ میچو کی سیریز میں تاریخ,urdu,detailed,corpus_derived,lead,44572,Sports,14,65,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_231,train,اتوارکی صبح سے یکم جون تک قذافی اسٹیڈیم کا ایریا کیسے ہوا,urdu,contextual,corpus_derived,how,58919,Sports,12,57,LONG,FULL,FULL,0.0,0.0,0,6,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_232,dev,bridpt ki nii film alaiid 23 nombr ko sinma ghron mein thlkh,roman_urdu,short,corpus_derived,title_roman,50290,Entertainment,12,60,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_233,dev,اسرائیلی پولیس کا میچ کےدوران فلسطینی پرچم لہرانے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,31433,Sports,12,66,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_234,train,لاہور نیشنل ویمن جمناسٹک Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,94526,Sports,7,45,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_235,internal_val,سٹریلیا نے افغانستان کو ورلڈکپ کی تاریخ کا,urdu,short,corpus_derived,title_short,55299,Sports,8,42,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_236,train,asno bord kras orldkpaspin ke amroizntain ki sab par brtri,roman_urdu,short,corpus_derived,title_roman,93216,Sports,10,58,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_237,dev,سونالی میری ہیرو ہیں کیوں ہوا,urdu,contextual,corpus_derived,why,8544,Entertainment,6,29,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_238,train,bnglh dish mein fis bk misjng aips par pabndi brqrar,roman_urdu,short,corpus_derived,title_roman,24147,Science & Technology,10,52,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_239,dev,سام سنگ کے نئے فلیگ شپ اسمارٹ فون گلیکسی ایس کو 29 مارچ کو,urdu,detailed,corpus_derived,lead,22845,Science & Technology,14,58,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_240,train,اداکار محمود خان حکومتی رویے کیخلاف سڑکوں پرگئے کیسے ہوا,urdu,contextual,corpus_derived,how,105735,Entertainment,10,56,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_241,train,pak chin aqtsadi form se srmaih kar qrib aie ahsn aqbal,roman_urdu,short,corpus_derived,title_roman,73181,Business & Economics,11,55,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_242,train,عاطف اسلم چوتھی بار سلمان خان کی واز کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,99237,Entertainment,12,53,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_243,train,پاکستان کل 49 ارب Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,75668,Business & Economics,7,38,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_244,internal_val,پابندیوں کے باوجود کوالکوم کو جی چپس ہواوے,urdu,short,corpus_derived,title_short,19220,Science & Technology,8,42,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_245,train,haki pakistan ko niozi lind se loss,roman_urdu,short,corpus_derived,title_roman,86398,Sports,7,35,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_246,train,اسٹیٹ بینک کا ئندہ دو ماہ کے لیے مانیٹری پالیسی کیوں ہوا,urdu,contextual,corpus_derived,why,38628,Business & Economics,12,56,LONG,FULL,FULL,0.2,0.3869,1,5,0.0,0.0,0,20,HEADLINE,0.3869,ndcg@5_known_item
QTRN_247,train,chin ki li na ne snsnati mastrz tins ka taitl jeet liya,roman_urdu,short,corpus_derived,title_roman,96095,Sports,12,55,SHORT,HEADLINE,FULL,0.0,0.0,0,15,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_248,internal_val,انڈیا کرکٹ ٹیم کےایک سابق مینیجر نے دعوی کیا ہے کہ 2014 میں انڈیا,urdu,detailed,corpus_derived,lead,32688,Sports,14,65,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_249,train,غیرملکی سرمایہ کاروں کو روپیہ اکانٹس رقم غیر ملکی کرنسی کیسے ہوا,urdu,contextual,corpus_derived,how,38468,Business & Economics,12,64,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_250,train,aishoria ki biti ki salgrh shah rkh ka bita katn kindi dikh,roman_urdu,short,corpus_derived,title_roman,99873,Entertainment,12,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_251,train,ائی سی سی نے نئی ون ڈے رینکنگ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,42993,Sports,12,46,LONG,FULL,FULL,0.0,0.0,0,8,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_252,train,بولی وڈ ڈیزائنر کلیکشن Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,18615,Entertainment,7,43,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_253,dev,والد نے کم عمری سے جنسی طور پر,urdu,short,corpus_derived,title_short,7060,Entertainment,8,30,SHORT,HEADLINE,FULL,0.2,0.6309,1,2,0.2,0.4307,1,4,HEADLINE,0.2003,ndcg@5_known_item
QTRN_254,train,saodi arb aur io ae ai se rqom ki mntqli ke bad,roman_urdu,short,corpus_derived,title_roman,111399,Business & Economics,12,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_255,internal_val,پاکستان سے متاثر ہو کر بنائی جانے والی بالی وڈ کیوں ہوا,urdu,contextual,corpus_derived,why,98560,Entertainment,12,55,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.4307,1,4,HEADLINE,0.5693,ndcg@5_known_item
QTRN_256,train,snat kar tiks chori ke lie jali akants astamal krne lge,roman_urdu,short,corpus_derived,title_roman,1475,Business & Economics,11,55,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_257,internal_val,برے دوستوں سے ناطہ ختم کرلیا ہے لنڈسے لوہن اے ایف پی فائل فوٹولاس,urdu,detailed,corpus_derived,lead,17459,Entertainment,14,65,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_258,internal_val,سندھ بھر میں سی این جی اسٹیشنز صبح بجے کھل کیسے ہوا,urdu,contextual,corpus_derived,how,75838,Business & Economics,12,51,LONG,FULL,FULL,0.0,0.0,0,7,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_259,train,qomi ti20 shaib mulk lahore mhmd nawaz karachi kilie mntkhb,roman_urdu,short,corpus_derived,title_roman,87818,Sports,10,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_260,dev,انگلش پریمیر لیگ چیلسی نے ساتھمپٹن کو ہرا کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,45512,Sports,12,58,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
